Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
30/01/2000;1200;null;null;null;10;2.2;1009.6;null;23.6;23;null;95;23;1;60
30/01/2000;1800;null;null;null;6;0;1006.9;null;31;27.6;null;76;23;1;60
31/01/2000;0;null;null;null;10;30;1009.3;null;24.8;24;null;93;0;0;20
31/01/2000;1200;null;null;null;10;4.2;1010.9;null;23.8;22.8;null;91;14;1;60
31/01/2000;1800;null;null;null;8;0;1010.2;null;29.2;27.2;null;85;9;1;60
01/02/2000;0;null;null;null;4;0;1010.2;null;26.8;25.8;null;92;0;0;60
01/02/2000;1200;null;null;null;10;25;1011;null;24.4;23.6;null;93;14;1;60
01/02/2000;1800;null;null;null;8;0;1008.6;null;31.4;29;null;83;18;1;60
02/02/2000;0;null;null;null;5;0;1008.8;null;26.6;26;null;95;0;0;50
02/02/2000;1200;null;null;null;6;5.8;1009.7;null;25;24;null;92;5;1;60
02/02/2000;1800;null;null;null;6;0;1007.8;null;32.4;28.6;null;74;23;1;60
03/02/2000;0;null;null;null;5;0;1008;null;27.6;26;null;87;27;1;20
03/02/2000;1200;null;null;null;8;0;1009.5;null;25.2;24;null;90;14;1;60
03/02/2000;1800;null;null;null;8;0.2;1008;null;30;28;null;85;9;1;60
04/02/2000;0;null;null;null;8;1;1008;null;26.6;25.6;null;92;0;0;20
04/02/2000;1200;null;null;null;10;9.4;1009.7;null;24;23.4;null;95;14;1;60
04/02/2000;1800;null;null;null;10;18.4;1009.1;null;23;22.4;null;95;9;1;60
05/02/2000;0;null;null;null;8;0;1009.6;null;24;23.2;null;93;0;0;50
05/02/2000;1200;null;null;null;8;0;1010.5;null;24.8;23.6;null;90;14;1;60
05/02/2000;1800;null;null;null;10;11.4;1010.5;null;23.6;23;null;95;5;1;60
06/02/2000;0;null;null;null;5;0;1010.8;null;24.6;24;null;95;0;0;20
06/02/2000;1200;null;null;null;10;0;1010.8;null;23.6;22.8;null;93;0;0;60
06/02/2000;1800;null;null;null;10;0;1010.7;null;29.6;26.8;null;79;14;1;60
07/02/2000;0;null;null;null;4;0;1010.6;null;27;26;null;92;0;0;60
07/02/2000;1200;null;null;null;10;0;1010.9;null;24.6;23.6;null;92;14;1;60
07/02/2000;1800;null;null;null;6;0;1009.3;null;31.2;27.4;null;74;32;1;60
08/02/2000;0;null;null;null;10;12;1009.8;null;25;24.4;null;95;0;0;20
08/02/2000;1200;null;null;null;10;13.6;1010.4;null;23.8;23;null;93;18;1;60
08/02/2000;1800;null;null;null;6;0;1008.9;null;29.8;26.6;null;77;9;1;60
09/02/2000;0;null;null;null;6;0.2;1009.5;null;25.6;25;null;95;0;0;50
09/02/2000;1200;null;null;null;10;3;1009.9;null;23.8;23;null;93;14;1;60
09/02/2000;1800;null;null;null;10;0.4;1008.9;null;28;26.4;null;88;14;1;60
10/02/2000;0;null;null;null;4;5.2;1009.1;null;24.8;24;null;93;0;0;50
10/02/2000;1200;null;null;null;8;0;1009.4;null;24.4;23.6;null;93;14;1;60
10/02/2000;1800;null;null;null;6;0;1008.3;null;31.6;28.4;null;78;9;1;60
11/02/2000;0;null;null;null;0;0;995.2;null;26.8;25.8;null;92;0;0;84
11/02/2000;1200;null;null;null;6;0;1008.4;null;24.8;24;null;93;14;1;60
11/02/2000;1800;null;null;null;10;0.2;1008;null;29.6;27;null;81;14;1;60
12/02/2000;0;null;null;null;10;14.2;1008.2;null;24.4;23.6;null;93;0;0;20
12/02/2000;1200;null;null;null;10;2;1009.9;null;24;23;null;91;14;1;60
12/02/2000;1800;null;null;null;10;0.2;1008.1;null;27;25.6;null;89;9;1;60
13/02/2000;0;null;null;null;6;0;1008.3;null;24;23.4;null;95;0;0;50
13/02/2000;1200;null;null;null;10;0;1009.4;null;23.2;22.4;null;93;9;1;60
13/02/2000;1800;null;null;null;10;0;1008.4;null;30;27;null;78;5;1;60
14/02/2000;0;null;null;null;6;0;1008.5;null;26;25;null;92;0;0;20
14/02/2000;1200;null;null;null;10;0.2;1011.2;null;23.4;22.6;null;93;5;1;60
14/02/2000;1800;null;null;null;10;0;1009.4;null;28;25.6;null;82;14;1;60
15/02/2000;0;null;null;null;8;0;1009.6;null;26.4;25.6;null;93;0;0;20
15/02/2000;1200;null;null;null;10;0.2;1010.4;null;24.6;23.6;null;92;14;1;60
15/02/2000;1800;null;null;null;8;0;1008.2;null;31.6;27;null;69;14;1;60
16/02/2000;0;null;null;null;10;0;1008.4;null;25.6;24.6;null;92;0;0;20
16/02/2000;1200;null;null;null;10;0;1009.9;null;24;23;null;91;23;1;60
16/02/2000;1800;null;null;null;10;4.8;1009.1;null;26.6;24.4;null;83;23;1;60
17/02/2000;0;null;null;null;8;0;1009.7;null;26;25.4;null;95;0;0;20
17/02/2000;1200;null;null;null;10;0.4;1011;null;23.6;22.8;null;93;14;1;60
17/02/2000;1800;null;null;null;8;0;1008.9;null;30.4;27.4;null;78;36;1;60
18/02/2000;0;null;null;null;6;0;1009.1;null;25;24;null;92;0;0;20
18/02/2000;1200;null;null;null;10;0.6;1010.8;null;23.6;22.4;null;90;32;1;60
18/02/2000;1800;null;null;null;10;0.6;1008.9;null;27;25;null;84;23;1;60
19/02/2000;0;null;null;null;8;0;1009.3;null;25.6;24.6;null;92;0;0;50
19/02/2000;1200;null;null;null;10;0;1009.9;null;24;23;null;91;18;1;60
19/02/2000;1800;null;null;null;6;0;1008.1;null;33;28.6;null;71;32;1;60
20/02/2000;0;null;null;null;8;0;1008.2;null;26.2;25.2;null;92;0;0;20
20/02/2000;1200;null;null;null;10;2.2;1010.9;null;23.6;22.6;null;91;18;1;60
20/02/2000;1800;null;null;null;6;0;1008.1;null;32;29.4;null;82;23;1;60
21/02/2000;0;null;null;null;6;0;1008.1;null;28.8;26.8;null;85;0;0;20
21/02/2000;1200;null;null;null;10;50;1009.7;null;23.2;22.4;null;93;23;1;50
21/02/2000;1800;null;null;null;10;1.2;1009.2;null;26.6;25.4;null;90;9;1;50
22/02/2000;0;null;null;null;10;0;1009.3;null;26.2;25.2;null;92;0;0;20
22/02/2000;1200;null;null;null;8;17.6;997.5;null;23.6;22.8;null;93;14;1;60
22/02/2000;1800;null;null;null;8;0;1008.5;null;31;27.6;null;76;9;1;60
23/02/2000;0;null;null;null;8;7.4;1008.9;null;26.6;25.4;null;90;14;1;50
23/02/2000;1200;null;null;null;10;6.6;1009.8;null;23.8;22.8;null;91;14;1;50
23/02/2000;1800;null;null;null;10;0;1008.4;null;28.6;26.6;null;85;0;0;60
24/02/2000;0;null;null;null;0;0;1008.6;null;26.8;25.4;null;89;0;0;84
24/02/2000;1200;null;null;null;8;0;1008.5;null;23.4;22.6;null;93;5;1;60
24/02/2000;1800;null;null;null;8;0;1007;null;29.8;27.4;null;82;27;1;60
25/02/2000;0;null;null;null;6;0;1007.1;null;26;25;null;92;0;0;20
25/02/2000;1200;null;null;null;10;12.2;1008.6;null;23.8;23.2;null;95;0;0;60
25/02/2000;1800;null;null;null;8;0;1006.9;null;29.4;26.4;null;78;36;1;60
26/02/2000;0;null;null;null;5;0;1007;null;26.4;25.4;null;92;0;0;20
26/02/2000;1200;null;null;null;6;0;1008.6;null;25.2;24.2;null;92;9;1;60
26/02/2000;1800;null;null;null;6;0;1006.6;null;33.4;29.4;null;73;5;1;60
27/02/2000;0;null;null;null;10;0.6;1007.9;null;25.8;24.8;null;92;0;0;20
27/02/2000;1200;null;null;null;8;0.8;1009.5;null;24.6;23.6;null;92;14;1;60
27/02/2000;1800;null;null;null;10;0;1008.2;null;30.4;26.4;null;72;32;1;60
28/02/2000;0;null;null;null;6;0;1008.4;null;29;27;null;85;0;0;20
28/02/2000;1200;null;null;null;8;0;1009.2;null;25;24.2;null;93;14;1;60
28/02/2000;1800;null;null;null;10;8.8;1006.9;null;26.6;25.4;null;90;14;1;60
29/02/2000;0;null;null;null;5;1.4;1007.7;null;24.4;23.6;null;93;0;0;20
